client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
f6fbe981d1f5d3994dd03ab50a5819c5417b2fd0b9a75378f6299800220b5e7fcc246597179982820f756c6c64f3afe5ca17b521e5ae68786cb2127111eab5fe	common_voice_en_31832835.mp3	There was an important relation with the development of polytechnic education.	0	2	teens	female		en	
a96bca870789b6b102052c7fd5af48aecb4e67b3cf6fb7a4e7eb069608993b6e07f1f247db59f6b80f107529fe2c19d4900da8a52a8a285688031e2f827eebe0	common_voice_en_31834425.mp3	The sculpture honors Jalisco women.	0	2	twenties	male	United States English	en	
a96bca870789b6b102052c7fd5af48aecb4e67b3cf6fb7a4e7eb069608993b6e07f1f247db59f6b80f107529fe2c19d4900da8a52a8a285688031e2f827eebe0	common_voice_en_31834540.mp3	The pictures had already been published before as postcards.	0	2	twenties	male	United States English	en	
1ba7edee4d3a2ba6d93e3689fadde19a17bb493ad79f2754d3be4ef3a29fe7a616790175337f205854b09d8cb6246a07411fcf115f6374dec1ae9a6330410894	common_voice_en_31834574.mp3	The company prospered under his management.	0	2				en	
ac03a47f58a5a945591d2061e6be096be98656a69837b018e68f2a1b5db43d5c67518152cfacffa2bb237340f871fe09b9a1c970f31fa0c3ef5b84152bb4b420	common_voice_en_31836359.mp3	The man hides behind the haystack.	0	2				en	
ac03a47f58a5a945591d2061e6be096be98656a69837b018e68f2a1b5db43d5c67518152cfacffa2bb237340f871fe09b9a1c970f31fa0c3ef5b84152bb4b420	common_voice_en_31836360.mp3	The painting is currently housed at the Royal Museum of Fine Arts in Antwerp.	1	2				en	
dee97b5205894e4dcf63d72293e383557fa89e55b2eb16be5a70d20871b6173d751e0aae923832563ccef8cc34b89fa693ebc6e94570394fc76361b958f536a6	common_voice_en_31842079.mp3	Users also reported that the update was slow or even might fail to install.	0	4			United States English	en	
e031a5fb3ee7e4c456efa43f747ec6f2647c22e156e111f59dd3d0f0cf90b76ef76448e1e89fb48e90cb00515e19e516bd05e9e9ff40e8e547f8b841cfffe750	common_voice_en_31842181.mp3	Kara Castle was built in the ancient ages.	0	2			With heavy Cantonese accent	en	
dee97b5205894e4dcf63d72293e383557fa89e55b2eb16be5a70d20871b6173d751e0aae923832563ccef8cc34b89fa693ebc6e94570394fc76361b958f536a6	common_voice_en_31842193.mp3	Saint Anne is the patroness of the barangay.	0	2			United States English	en	
0db3e774d18a48b54e3825b3b31de4b040addade9d72902e39f83a84a9b03af9cb136e464e6ebbeef843b419e1da50406b285ba50c6e154cddf0c30ca412f411	common_voice_en_31842528.mp3	This is where the main cameras are positioned.	1	2				en	
